"experiences_offered","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month"
"none","a few days or more",0.1,0.83,"f","t","t","Allston","f","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",185,1000,3500,100,25,1,0,2,1000,29,59,89,89,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",2,1.97090844821492
"none","within a few hours",1,0.96,"f","t","t","Allston","t","House","Entire home/apt",7,"1","2",3,"Real Bed",260,1000,3500,300,50,3,20,2,1125,20,48,77,349,35,94,10,10,10,9,9,9,"f","f","strict","f","f",2,1.87
"none","within an hour",1,1,"t","t","t","Allston","t","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",175,1000,3500,100,20,1,0,2,1125,0,0,0,0,2,70,10,6,8,10,8,8,"f","f","strict","f","f",2,0.95
"none","within an hour",1,1,"t","t","t","Allston","f","Apartment","Entire home/apt",6,"1","3",4,"Real Bed",140,1000,3500,200,70,4,50,2,29,6,17,38,124,30,96,10,10,10,10,9,10,"f","f","moderate","f","f",1,6.16
"none","within an hour",1,0.98,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",80,1000,3500,100,25,1,10,1,1125,7,7,22,22,9,91,9,9,10,10,9,9,"f","t","strict","f","f",3,4.74
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Condominium","Entire home/apt",6,"2","2",2,"Real Bed",259,1000,3500,300,95,2,10,3,1125,1,1,1,1,3,93,10,10,9,9,10,10,"f","t","strict","f","f",58,1.67
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",1,"1","1",1,"Real Bed",120,400,1450,100,100,1,0,1,1125,0,0,0,0,1,80,10,10,10,10,10,10,"f","f","strict","f","f",1,0.07
"none","within an hour",1,1,"f","t","t","Allston","f","House","Private room",2,"1","1",1,"Real Bed",108,1000,3500,100,50,1,88,7,28,0,9,39,39,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",5,1.97090844821492
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",1,"1","1",1,"Real Bed",90,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.34
"none","within an hour",1,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",125,1000,3500,100,20,1,5,1,1125,18,46,75,350,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","moderate","f","f",2,1.97090844821492
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",62,1000,3500,100,10,1,10,1,1125,0,0,0,0,1,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,0.45
"none","within a few hours",1,0.88,"t","t","t","Allston","t","Apartment","Shared room",1,"1","1",1,"Real Bed",47,310,1000,100,10,1,0,3,1125,0,0,0,216,19,95,10,9,10,10,10,10,"f","f","strict","f","f",1,0.93
"none","within a day",1,1,"f","t","t","Allston","f","Apartment","Private room",2,"1","1",1,"Real Bed",99,675,1975,100,100,1,20,2,45,26,56,86,361,2,80,9,9,9,9,8,8,"f","f","strict","f","f",1,0.17
"none","within an hour",1,0.67,"f","t","t","Allston","t","Apartment","Private room",1,"1.5","1",1,"Real Bed",60,1000,3500,100,50,1,0,1,1125,30,60,90,365,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",9,1.97090844821492
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",50,1000,3500,100,100,1,0,3,1125,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",2,0.17
"none","within an hour",1,1,"f","t","t","Allston","f","House","Private room",1,"1","1",1,"Real Bed",45,300,1200,100,25,0,0,1,1125,0,0,0,218,10,96,10,9,10,9,9,10,"f","t","flexible","f","f",8,2.26
"none","within a few hours",1,1,"f","t","t","Allston","t","House","Private room",3,"1","1",2,"Real Bed",70,1000,3500,500,15,1,15,4,1125,0,0,6,33,10,90,10,9,9,9,9,10,"f","f","strict","f","f",1,1.21
"none","within a few hours",0.95,0.99,"f","t","t","Allston","t","House","Private room",2,"2","1",1,"Real Bed",60,250,1100,100,10,1,25,1,1125,0,0,0,4,43,90,9,9,9,10,9,9,"f","f","strict","f","f",6,1.88
"none","within an hour",1,1,"f","t","t","Allston","t","House","Private room",2,"1","1",1,"Real Bed",59,1000,3500,100,12,1,20,2,1125,0,4,34,34,1,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,1
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",50,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a day",0.9,0.56,"f","t","t","Allston","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",95,1000,3500,200,30,1,0,1,1125,0,4,5,5,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",0.92,0.91,"t","t","t","Allston","f","Apartment","Private room",2,"1","1",1,"Real Bed",59,450,1700,200,30,1,10,1,7,7,21,37,138,4,100,10,10,10,10,9,10,"f","f","strict","f","f",2,1.71
"none","within an hour",1,0.98,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",80,350,3500,100,20,1,10,1,1125,2,2,2,2,11,91,10,9,10,10,10,9,"f","f","strict","f","f",3,3.51
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",6,"2","3",3,"Real Bed",169,1000,3500,400,95,1,0,3,1125,0,0,0,0,3,93,9,9,9,10,10,10,"f","t","strict","f","f",58,3
"none","within an hour",1,0.96,"f","t","t","Allston","t","House","Entire home/apt",2,"1","0",1,"Real Bed",120,1000,3500,400,25,1,25,1,1125,24,52,81,356,36,91,9,9,10,10,9,9,"f","f","moderate","f","f",1,2.13
"none","within an hour",1,1,"f","t","f","Allston","t","House","Private room",2,"2","1",1,"Real Bed",40,300,3500,100,10,2,5,5,1125,0,0,0,20,11,95,9,9,9,9,9,9,"f","f","moderate","f","f",4,0.8
"none","within an hour",1,0.93,"f","t","f","Allston","f","Apartment","Entire home/apt",2,"1","1",2,"Real Bed",105,600,3500,100,50,2,0,1,1125,0,12,14,262,9,88,9,9,9,9,10,9,"f","f","strict","f","f",1,2.5
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Entire home/apt",3,"1","0",1,"Real Bed",79,1000,3500,100,20,2,8,1,3,3,9,39,39,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",1,"1","1",1,"Real Bed",90,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.14
"none","within a day",0.7,0.89,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",72,1000,3500,100,30,1,0,1,14,0,2,32,32,13,93,10,10,10,10,10,9,"f","f","flexible","f","f",1,3.61
"none","within an hour",1,0,"f","t","f","Allston","t","Apartment","Private room",1,"1","1",1,"Real Bed",32,1000,3500,100,100,1,0,1,1,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",6,"2","3",3,"Real Bed",199,1000,3500,400,95,3,10,3,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",58,1.97090844821492
"none","within an hour",1,1,"f","t","f","Allston","t","House","Private room",2,"2","1",1,"Real Bed",45,1000,3500,100,100,1,0,4,1125,0,0,0,0,2,100,9,8,10,10,10,10,"f","f","flexible","f","f",4,0.17
"none","within an hour",1,1,"f","t","t","Allston","t","House","Entire home/apt",3,"1","1",2,"Real Bed",65,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,80,10,8,10,10,10,8,"f","f","flexible","f","f",1,0.24
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Condominium","Entire home/apt",4,"2","2",2,"Real Bed",179,1000,3500,400,95,2,10,3,1125,0,0,0,0,1,80,10,8,8,10,10,8,"f","t","strict","f","f",58,0.73
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",60,1000,3500,100,100,1,0,2,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"2","1",1,"Real Bed",80,425,1800,100,35,1,0,1,1125,1,24,54,329,17,88,10,10,10,9,9,9,"f","t","flexible","f","f",8,5.37
"none","within an hour",1,1,"f","t","f","Allston","t","House","Private room",2,"1","1",1,"Futon",120,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,100,6,10,10,10,10,10,"f","f","flexible","f","f",1,0.06
"none","within an hour",1,0.88,"f","t","f","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",75,1000,3500,100,25,1,10,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,2
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",100,1000,3500,100,10,1,0,3,7,0,0,0,0,3,90,10,9,10,10,10,10,"f","t","flexible","f","f",1,0.22
"none","within a few hours",1,0.63,"f","t","t","Allston","t","House","Private room",1,"1.5","1",1,"Real Bed",45,1000,3500,100,50,1,0,1,1125,0,0,0,248,2,100,10,10,10,10,9,10,"f","f","strict","f","f",5,0.22
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Futon",125,1000,3500,100,100,1,25,3,19,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,0.21
"none","within an hour",1,0.33,"f","t","f","Allston","t","House","Private room",1,"1.5","1",1,"Real Bed",50,420,1100,100,50,1,0,1,1125,30,60,90,365,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",4,1.97090844821492
"none","within an hour",1,1,"f","t","t","Allston","t","House","Private room",1,"1","1",1,"Real Bed",98,1000,3500,100,80,1,60,7,28,0,0,7,7,2,40,4,8,9,6,9,3,"f","f","strict","f","f",5,0.16
"none","within an hour",1,1,"f","t","t","Allston","f","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",109,1000,3500,100,100,1,0,7,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",1,1.97090844821492
"none","within an hour",1,0.67,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",85,350,1100,100,25,1,25,1,42,0,15,18,18,2,100,10,10,10,10,10,9,"f","f","moderate","f","f",1,0.42
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",1,"1","1",1,"Real Bed",50,1000,3500,100,100,1,0,1,4,0,0,0,0,4,95,10,9,10,10,10,9,"f","t","flexible","f","f",1,4
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",125,1000,3500,100,100,1,0,3,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a few hours",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",110,1000,3500,100,100,1,0,1,1125,29,59,89,364,1,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",2,1
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",79,1000,3500,100,40,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
"none","within a day",0.8,0.88,"f","t","t","Allston","t","Apartment","Entire home/apt",4,"1","1",2,"Real Bed",100,1000,4000,100,100,1,25,1,1125,0,0,0,248,68,96,10,9,10,9,10,10,"f","f","strict","f","f",1,3.81
"none","within a day",1,0.58,"f","t","t","Allston","t","Apartment","Shared room",2,"1","1",1,"Pull-out Sofa",58,1000,3500,100,5,1,0,1,5,1,16,46,46,4,95,10,10,10,10,8,9,"f","f","flexible","f","f",1,3.16
"none","within an hour",1,1,"f","t","t","Allston","t","House","Private room",2,"2","1",1,"Real Bed",80,425,1800,100,35,2,0,1,1125,0,0,0,257,13,91,10,10,10,9,9,9,"f","t","flexible","f","f",8,4.15
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",4,"2","2",2,"Real Bed",259,1000,3500,400,95,1,0,3,1125,15,38,68,114,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",58,1.97090844821492
"none","within a day",0.84,0.74,"f","t","t","Allston","t","Apartment","Private room",2,"0","1",2,"Real Bed",62,375,3500,100,100,1,15,2,14,23,50,80,355,123,91,9,8,9,9,9,9,"f","f","strict","t","t",1,1.84
"none","within an hour",1,1,"t","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",95,740,2500,100,15,2,30,1,1125,0,0,0,14,80,98,10,10,10,10,10,10,"f","f","moderate","f","f",1,4.87
"none","within a few hours",1,0.63,"f","t","t","Allston","t","House","Private room",1,"1.5","1",1,"Real Bed",20,1000,3500,100,50,1,0,1,364,30,60,90,365,1,80,10,6,10,10,10,8,"f","f","strict","f","f",5,0.23
"none","within an hour",1,1,"f","t","t","Allston","t","House","Private room",2,"2","1",1,"Real Bed",70,395,1600,100,35,0,0,1,1125,3,23,53,328,35,93,10,9,10,9,9,9,"f","t","flexible","f","f",8,3.42
"none","within a few hours",0.95,0.76,"f","t","f","Allston","t","Apartment","Entire home/apt",4,"1","1",2,"Real Bed",125,1000,3500,100,100,1,25,1,1125,7,34,64,154,3,70,8,10,6,6,8,7,"f","f","strict","f","f",1,1.96
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",150,1000,3500,100,100,1,0,2,10,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","strict","f","f",1,0.12
"none","a few days or more",0.33,1,"f","t","f","Allston","t","Apartment","Entire home/apt",2,"1","0",1,"Pull-out Sofa",150,750,2700,100,15,1,0,1,1125,8,8,8,8,4,75,9,10,10,10,10,8,"f","f","flexible","f","f",1,0.32
"none","within an hour",1,0.99,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",70,450,1650,100,20,2,20,1,10,7,16,16,16,121,90,9,9,10,10,9,9,"f","t","strict","f","f",3,6.1
"none","within a few hours",1,0.9,"f","t","f","Allston","t","Apartment","Entire home/apt",1,"1","0",1,"Futon",95,1000,3500,100,100,1,0,1,1125,10,37,67,67,6,93,9,10,10,10,9,9,"f","f","flexible","f","f",1,1.25
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",6,"2","3",3,"Real Bed",239,1000,3500,400,95,1,0,3,1125,0,0,0,1,4,95,9,10,10,10,9,10,"f","t","strict","f","f",58,2.4
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",4,"2","2",2,"Real Bed",199,1000,3500,400,95,1,0,3,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",58,1.97090844821492
"none","within a day",1,1,"f","t","t","Allston","t","House","Private room",1,"1","1",1,"Real Bed",33,1000,3500,100,100,1,15,6,1125,0,0,0,0,16,95,10,10,10,10,9,10,"f","f","strict","f","f",1,1.83
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",2,"0.5","1",1,"Real Bed",40,1000,3500,100,50,1,0,5,1125,0,0,0,0,2,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",1,0.98
"none","within an hour",0.99,0.93,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",89,1000,3500,100,30,1,20,2,90,2,29,59,59,7,97,10,10,10,10,8,10,"f","t","strict","f","f",24,1.83
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",100,1000,3500,150,75,2,40,2,45,0,0,21,21,5,92,10,10,10,10,9,9,"f","f","strict","f","f",1,2.68
"none","within an hour",1,0.96,"f","t","t","Allston","t","Apartment","Entire home/apt",5,"1","1",5,"Real Bed",80,1000,3500,250,120,2,20,3,1125,17,42,72,337,11,84,9,9,9,10,8,9,"f","f","strict","f","f",1,3.79
"none","within an hour",1,0.67,"f","t","t","Allston","t","Apartment","Private room",1,"1.5","1",1,"Real Bed",58,1000,3500,600,50,1,0,1,1125,30,60,90,365,1,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",9,0.6
"none","within a few hours",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",85,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",2,1.97090844821492
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Private room",2,"1","1",1,"Real Bed",45,300,950,100,100,1,0,1,1125,0,0,0,0,1,40,6,2,8,6,6,2,"f","f","flexible","f","f",1,0.07
"none","within an hour",1,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",127,1000,2247,100,20,2,5,1,1125,5,22,45,45,16,93,9,9,10,10,10,9,"f","t","moderate","f","f",2,6.96
"none","within a day",0.9,1,"f","t","f","Allston","f","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",11,1000,3500,100,100,2,0,1,1125,0,0,0,2,12,96,10,9,10,10,10,10,"f","f","flexible","f","f",1,3.08
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",6,"2","3",3,"Real Bed",209,1000,3500,400,95,1,0,3,1125,0,0,0,0,3,90,10,8,8,9,10,9,"f","t","strict","f","f",58,3
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",6,"2","3",3,"Real Bed",259,1000,3500,400,95,1,0,3,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",58,1.97090844821492
"none","within a few hours",1,1,"f","t","t","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",120,1000,3500,100,60,1,0,14,99,0,0,0,0,8,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,3.53
"none","within a day",1,1,"f","t","t","Allston","t","House","Private room",1,"2","1",1,"Airbed",45,1000,3500,250,50,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Allston","t","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",298,1000,3500,100,30,1,0,2,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",2,1.97090844821492
"none","within a day",1,1,"f","t","t","Allston","f","House","Entire home/apt",1,"1","0",1,"Futon",55,1000,3500,100,100,1,0,1,1125,30,58,88,363,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.23
"none","within an hour",1,0.67,"f","t","t","Allston","t","House","Private room",1,"1.5","1",1,"Real Bed",58,292,1029,100,50,1,0,273,364,30,60,90,365,4,65,8,7,9,9,6,7,"f","f","strict","f","f",9,0.34
"none","within a few hours",0.95,0.99,"f","t","t","Allston","t","House","Private room",2,"2.5","1",1,"Real Bed",80,390,1600,100,10,1,25,30,1125,1,1,22,297,38,94,10,10,10,10,9,9,"f","f","strict","f","f",6,1.77
"none","within a few hours",1,0.58,"f","t","t","Allston","f","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",149,1000,3500,100,59,1,0,3,1125,10,20,38,156,3,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,2.73
"none","within a few hours",0.71,0.98,"f","t","t","Allston","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",159,1000,3500,400,95,1,0,3,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",58,1.97090844821492
"none","within an hour",1,1,"f","t","f","Allston","t","Apartment","Private room",4,"1","1",2,"Real Bed",60,1000,3500,100,15,1,25,1,1125,9,33,56,331,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
